# Data Set (v1): LOC-OSM-TR
# Nov 2021 - ML-2021 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Micheli 2021
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs
211,0.791485,0.097353,0.857475,0.305218,0.691237,0.619598,-0.615102,-0.651618,-0.234649,2.191425,-1.20912,-24.061048
1056,-1.838763,-1.189379,-1.243664,0.335025,-1.10228,-1.112895,0.870707,0.708693,0.013523,-0.680808,4.833459,-12.192301
939,1.699927,0.682473,0.778856,0.125605,0.355837,0.575192,1.032421,0.156792,0.247248,1.344669,-1.555407,-20.4674
1222,1.860749,-0.030532,0.359682,0.045357,0.06607,-0.804775,0.101063,0.317245,0.193886,-0.475327,0.253303,-18.726546
384,-0.672175,-0.591434,-1.036127,1.335015,-0.643966,-1.202147,0.196918,1.078097,0.310558,0.447892,5.616747,-11.270225
1209,0.915792,-1.32176,-1.565156,0.728346,-0.995242,-0.635087,1.626451,1.413335,1.160396,-0.238852,3.904457,-13.755051
1042,-0.077573,0.683324,1.694877,-1.491369,0.390622,1.033434,-1.169963,-0.630201,-0.639914,1.106913,1.61602,-26.944287
956,1.127455,-0.393566,-0.141667,0.426531,-0.758867,-0.708328,0.327794,1.242678,1.541945,-0.622921,2.703823,-15.548292
1049,-0.23785,0.988291,2.006888,-0.724108,-0.291073,1.363524,-0.827856,-0.677849,-0.894713,0.504781,1.917948,-27.4848
356,-0.140068,-0.91017,-1.563602,0.771636,-1.064053,-1.200608,1.343886,0.732704,0.818557,-0.662054,7.644777,-8.45987
1303,-0.055087,-0.866526,-1.24642,0.879268,-1.172002,-1.361189,0.676855,0.774264,-0.171543,-0.920897,6.30673,-10.009416
837,-0.63294,0.506676,1.770409,-0.999231,0.339911,1.333093,-1.251791,-0.271849,-1.722888,1.160662,0.772045,-26.222116
927,-0.026413,-0.605929,-1.268437,1.406295,-1.889695,-1.188764,0.591891,1.489793,0.706188,-2.059539,6.775154,-9.284297
569,0.028257,1.343917,0.309004,-1.598481,0.77573,1.562158,-1.167932,-1.260022,-1.262936,0.556614,4.705155,-29.512186
461,-0.439807,1.478949,0.657567,-1.052153,0.707368,1.308954,-1.240828,-1.236932,-1.032015,0.021611,4.977379,-29.550938
710,-0.075537,-0.979309,-1.297083,1.495494,-1.014661,-0.996695,1.782376,1.542125,0.035576,-1.015254,7.612403,-8.641246
20,-1.334598,-1.022303,-1.357209,1.672648,-0.766522,-1.165372,1.670077,0.924172,0.483971,-0.325489,7.775698,-7.933846
1187,0.510682,-0.500893,-0.976302,1.700994,-0.750168,-1.056073,1.714764,1.02047,0.445491,-0.497971,5.857483,-10.39997
17,-0.364142,-0.78836,-1.131426,1.085911,-0.707592,-0.910544,1.151256,0.569193,0.342218,-0.792868,5.501051,-10.457624
1090,0.042737,1.376862,1.478507,-1.494546,1.153586,1.726825,-1.453715,-1.535676,-1.116401,-0.878512,4.410682,-29.342165
309,0.480972,-1.532679,-0.731688,1.516494,-1.115249,-0.908109,0.538621,1.512954,0.264539,-0.00807,5.050192,-12.099402
74,1.133008,0.475047,0.426446,0.262147,0.407347,0.133245,0.248648,0.067013,0.804674,1.236286,-1.348057,-21.240699
1100,0.779899,-1.35164,-0.433115,0.546384,-1.557863,-1.109308,0.901946,0.773032,-0.118355,-0.664286,4.891143,-12.273432
53,0.582773,-0.917074,-1.560126,0.842884,-1.256876,-1.55867,0.963252,1.001389,0.376488,-1.467991,3.413877,-13.694249
1010,1.968914,0.227403,0.35905,0.41755,-0.227996,-0.039543,0.509545,0.28371,0.425594,0.989061,-1.682397,-21.285635
1247,1.063838,0.485031,0.162608,0.358832,0.320937,1.266691,-0.055813,0.193804,0.10758,1.326498,-0.668085,-19.765391
734,-1.452749,0.604592,1.323236,-0.498235,-0.733735,1.048342,-0.573836,-0.318682,-0.676556,2.819043,-0.97721,-24.2044
887,-0.768958,1.381587,0.679165,-0.698445,1.008246,0.944291,-1.068261,-1.19954,-1.197091,-0.253838,6.58623,-30.837749
1266,-0.484118,-1.272227,-2.105776,1.103145,-0.96238,-0.837655,0.577484,0.639364,0.785653,-1.200554,4.82495,-11.459059
816,0.909571,-0.966833,-0.294126,1.018022,-0.381709,-0.621249,0.535638,1.699971,1.603602,-0.214842,2.594682,-15.129076
575,0.52556,-0.76794,-1.061317,1.129115,-1.322474,-0.558021,0.599083,1.22925,2.258689,0.354425,1.975549,-15.945953
457,0.845828,0.467572,1.046188,-0.133915,0.223914,0.928313,-0.219946,0.072368,-0.529744,1.557036,-1.512547,-21.344828
1242,-0.708217,-1.102291,-0.334261,1.688247,-0.385095,-0.667024,0.892186,1.269332,1.396729,-0.988045,2.554442,-15.162399
467,-0.484149,1.373157,1.052186,-1.418959,1.18675,1.255967,-1.080826,-1.277264,-0.385193,-0.080923,5.418287,-29.92356
659,0.257255,-0.306486,-0.785538,0.236896,-0.715152,0.076619,0.496305,0.601129,1.037617,0.031006,0.962658,-17.367715
1174,1.949778,0.842929,0.475551,0.067948,0.996376,0.471792,0.288478,0.871434,0.242631,1.852823,-1.822841,-20.946978
1052,-0.043692,-0.551747,-1.898878,1.203427,-0.757304,-0.311523,1.286846,1.19131,1.770114,-0.757436,3.133183,-14.443073
250,-0.234719,1.24752,0.206861,-1.140186,0.971296,0.646372,-1.289119,-1.594059,-1.709883,-0.26786,7.42526,-31.365227
831,1.343797,1.16618,0.437342,0.714245,0.085247,0.741366,0.267855,0.123205,0.608938,1.473294,-1.028347,-20.095958
779,2.333283,0.20797,-1.042821,0.535954,0.159594,-0.004478,0.259849,0.772314,1.107701,0.903871,-1.025233,-19.804636
228,0.25525,-0.259617,-0.803287,0.754873,-0.502548,-0.678041,0.597887,1.496892,0.654824,0.070476,4.846035,-12.237463
248,-1.227676,1.027968,1.61638,-0.705466,0.637777,0.802318,-0.190077,-1.082474,-1.367462,1.173948,1.070484,-26.662889
1270,-1.784115,-0.610923,-1.567444,0.252222,-1.487416,-1.116423,1.057644,1.321965,-0.950831,-1.108295,7.734854,-7.773813
1358,0.060225,-1.083719,-0.261353,1.112885,-0.825669,-0.170585,0.968666,1.598608,1.177808,-0.367655,4.252304,-12.945758
1301,2.053383,0.058046,-0.15036,0.52467,0.121446,-0.995404,0.508941,0.353757,0.202546,1.388796,-0.446075,-19.416515
171,-0.998814,1.238782,0.85863,-0.949307,1.412838,0.856772,-1.266736,-1.694041,-2.242666,-0.021588,5.644451,-30.373782
295,-0.059861,-1.165158,-0.907265,1.136155,-1.015329,-1.267171,0.533694,0.565149,0.333797,-0.35268,5.901848,-10.87346
1047,1.138887,-0.78905,-0.866148,0.974558,-1.093842,-1.704804,0.869684,0.781338,1.560001,-0.334126,3.28702,-14.013456
751,2.116639,-0.430933,-0.731342,0.657623,-0.368648,-0.602642,0.561909,0.201073,0.772946,0.748309,-0.038772,-18.143291
90,-1.71544,0.559887,1.353093,-1.115323,1.089551,1.878958,-1.401728,-1.361528,-1.917295,-0.983687,2.863215,-28.171486
662,-0.628049,0.98654,1.48799,-1.365048,0.897673,0.986548,-0.282332,-0.670665,-1.033213,0.603888,1.72708,-27.05496
1173,0.347092,1.219552,1.170876,-0.989264,-0.221094,1.217899,-1.059902,-0.449585,-0.508199,1.831783,-1.214589,-24.44368
1221,0.856302,-0.012499,-0.210612,0.992158,-0.492782,-0.902715,-0.13942,0.35389,1.502485,0.841621,1.559458,-16.612111
1415,-0.583027,0.39502,1.45192,-0.350698,0.283473,0.939261,-0.869395,-0.060993,0.178316,1.734379,-0.060785,-25.761822
1159,-1.020447,1.053708,1.590645,-1.03166,0.803471,1.316774,-0.909252,-0.612375,-0.59656,0.886155,1.165595,-27.030853
525,0.475002,0.45052,1.465363,-0.532664,0.179794,0.916427,-1.01129,0.122947,0.014964,2.509139,-0.760085,-24.720252
110,-1.940782,1.999155,-0.411253,-1.376156,1.176102,0.61728,-0.95355,-0.89191,-0.795342,-0.311226,7.890369,-31.758657
1092,-0.17233,-0.431732,-1.410558,0.559882,-0.818969,-1.071109,1.110278,1.562484,0.173275,-0.912252,7.547711,-8.352532
